condition,model,iteration,instrument,seed,item_id,position,rating
EN_framed_Peru,minimax,3,mfq2,20260724,purity_6,11,3
EN_framed_Peru,minimax,3,mfq2,20260724,proportionality_3,12,5
EN_framed_Peru,minimax,3,mfq2,20260724,authority_4,13,5
EN_framed_Peru,minimax,3,mfq2,20260724,loyalty_5,14,4
EN_framed_Peru,minimax,3,mfq2,20260724,proportionality_4,15,5
EN_framed_Peru,minimax,3,mfq2,20260724,authority_2,16,4
EN_framed_Peru,minimax,3,mfq2,20260724,proportionality_1,17,5
EN_framed_Peru,minimax,3,mfq2,20260724,loyalty_2,18,4
EN_framed_Peru,minimax,3,mfq2,20260724,loyalty_1,19,4
EN_framed_Peru,minimax,3,mfq2,20260724,loyalty_6,20,5
EN_framed_Peru,minimax,3,mfq2,20260724,authority_3,21,5
EN_framed_Peru,minimax,3,mfq2,20260724,care_1,22,5
EN_framed_Peru,minimax,3,mfq2,20260724,care_2,23,5
EN_framed_Peru,minimax,3,mfq2,20260724,proportionality_2,24,5
EN_framed_Peru,minimax,3,mfq2,20260724,equality_2,25,2
EN_framed_Peru,minimax,3,mfq2,20260724,equality_1,26,2
EN_framed_Peru,minimax,3,mfq2,20260724,purity_4,27,4
EN_framed_Peru,minimax,3,mfq2,20260724,equality_6,28,3
EN_framed_Peru,minimax,3,mfq2,20260724,purity_1,29,4
EN_framed_Peru,minimax,3,mfq2,20260724,purity_3,30,3
EN_framed_Peru,minimax,3,mfq2,20260724,authority_6,31,4
EN_framed_Peru,minimax,3,mfq2,20260724,proportionality_5,32,5
EN_framed_Peru,minimax,3,mfq2,20260724,equality_4,33,2
EN_framed_Peru,minimax,3,mfq2,20260724,purity_5,34,3
EN_framed_Peru,minimax,3,mfq2,20260724,loyalty_3,35,5
EN_framed_Peru,minimax,3,mfq2,20260724,care_3,36,5
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_3,1,5
EN_framed_Peru,minimax,4,mfq2,20260725,authority_3,2,5
EN_framed_Peru,minimax,4,mfq2,20260725,purity_2,3,4
EN_framed_Peru,minimax,4,mfq2,20260725,care_3,4,5
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_2,5,4
EN_framed_Peru,minimax,4,mfq2,20260725,care_5,6,5
EN_framed_Peru,minimax,4,mfq2,20260725,purity_3,7,4
EN_framed_Peru,minimax,4,mfq2,20260725,care_4,8,5
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_4,9,4
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_6,10,5
EN_framed_Peru,minimax,4,mfq2,20260725,care_2,11,5
EN_framed_Peru,minimax,4,mfq2,20260725,authority_5,12,5
EN_framed_Peru,minimax,4,mfq2,20260725,equality_1,13,3
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_5,14,4
EN_framed_Peru,minimax,4,mfq2,20260725,purity_4,15,4
EN_framed_Peru,minimax,4,mfq2,20260725,equality_2,16,3
EN_framed_Peru,minimax,4,mfq2,20260725,equality_6,17,3
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_6,18,5
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_2,19,4
EN_framed_Peru,minimax,4,mfq2,20260725,care_1,20,5
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_1,21,4
EN_framed_Peru,minimax,4,mfq2,20260725,purity_5,22,3
EN_framed_Peru,minimax,4,mfq2,20260725,authority_2,23,4
EN_framed_Peru,minimax,4,mfq2,20260725,purity_6,24,4
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_5,25,5
EN_framed_Peru,minimax,4,mfq2,20260725,equality_3,26,3
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_4,27,5
EN_framed_Peru,minimax,4,mfq2,20260725,authority_1,28,4
EN_framed_Peru,minimax,4,mfq2,20260725,equality_4,29,3
EN_framed_Peru,minimax,4,mfq2,20260725,proportionality_3,30,5
EN_framed_Peru,minimax,4,mfq2,20260725,care_6,31,5
EN_framed_Peru,minimax,4,mfq2,20260725,purity_1,32,4
EN_framed_Peru,minimax,4,mfq2,20260725,authority_6,33,4
EN_framed_Peru,minimax,4,mfq2,20260725,loyalty_1,34,4
EN_framed_Peru,minimax,4,mfq2,20260725,equality_5,35,3
EN_framed_Peru,minimax,4,mfq2,20260725,authority_4,36,5
EN_framed_Peru,minimax,5,mfq2,20260726,authority_5,1,4
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_1,2,4
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_5,3,5
EN_framed_Peru,minimax,5,mfq2,20260726,purity_4,4,3
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_2,5,4
EN_framed_Peru,minimax,5,mfq2,20260726,authority_6,6,3
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_2,7,3
EN_framed_Peru,minimax,5,mfq2,20260726,care_3,8,4
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_3,9,4
EN_framed_Peru,minimax,5,mfq2,20260726,equality_2,10,3
EN_framed_Peru,minimax,5,mfq2,20260726,equality_1,11,3
EN_framed_Peru,minimax,5,mfq2,20260726,care_6,12,4
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_1,13,4
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_4,14,4
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_6,15,5
EN_framed_Peru,minimax,5,mfq2,20260726,care_4,16,4
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_3,17,5
EN_framed_Peru,minimax,5,mfq2,20260726,purity_1,18,4
EN_framed_Peru,minimax,5,mfq2,20260726,authority_3,19,4
EN_framed_Peru,minimax,5,mfq2,20260726,purity_2,20,3
EN_framed_Peru,minimax,5,mfq2,20260726,equality_6,21,3
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_4,22,4
EN_framed_Peru,minimax,5,mfq2,20260726,equality_5,23,3
EN_framed_Peru,minimax,5,mfq2,20260726,care_2,24,4
EN_framed_Peru,minimax,5,mfq2,20260726,loyalty_6,25,4
EN_framed_Peru,minimax,5,mfq2,20260726,equality_3,26,3
EN_framed_Peru,minimax,5,mfq2,20260726,care_5,27,4
EN_framed_Peru,minimax,5,mfq2,20260726,authority_2,28,4
EN_framed_Peru,minimax,5,mfq2,20260726,authority_4,29,5
EN_framed_Peru,minimax,5,mfq2,20260726,purity_6,30,3
EN_framed_Peru,minimax,5,mfq2,20260726,authority_1,31,4
EN_framed_Peru,minimax,5,mfq2,20260726,purity_3,32,4
EN_framed_Peru,minimax,5,mfq2,20260726,proportionality_5,33,4
EN_framed_Peru,minimax,5,mfq2,20260726,equality_4,34,3
EN_framed_Peru,minimax,5,mfq2,20260726,care_1,35,4
EN_framed_Peru,minimax,5,mfq2,20260726,purity_5,36,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_5,1,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_2,2,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_2,3,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_4,4,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_4,5,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_3,6,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_1,7,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_1,8,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_3,9,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_4,10,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_5,11,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_1,12,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_5,13,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_5,14,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_2,15,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_4,16,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_5,17,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_6,18,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_1,19,2
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_4,20,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_1,21,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_2,22,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_6,23,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_6,24,3
EN_framed_Peru,mistral_large,1,mfq2,20260722,purity_3,25,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_4,26,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_3,27,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,authority_6,28,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_5,29,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,loyalty_6,30,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_1,31,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_6,32,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_3,33,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,care_2,34,5
EN_framed_Peru,mistral_large,1,mfq2,20260722,proportionality_3,35,4
EN_framed_Peru,mistral_large,1,mfq2,20260722,equality_2,36,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_5,1,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_1,2,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_2,3,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_2,4,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_6,5,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_3,6,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_4,7,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_3,8,2
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_1,9,2
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_1,10,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_2,11,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_4,12,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_5,13,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_5,14,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_2,15,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_3,16,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_1,17,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_6,18,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_6,19,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_4,20,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_1,21,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_3,22,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_4,23,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_6,24,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_3,25,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,purity_4,26,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_2,27,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_5,28,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_1,29,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_3,30,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_5,31,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,loyalty_2,32,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,proportionality_5,33,4
EN_framed_Peru,mistral_large,2,mfq2,20260723,equality_6,34,3
EN_framed_Peru,mistral_large,2,mfq2,20260723,care_6,35,5
EN_framed_Peru,mistral_large,2,mfq2,20260723,authority_4,36,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_4,1,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_1,2,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_6,3,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_4,4,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_5,5,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_3,6,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_2,7,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_4,8,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_6,9,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_4,10,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_6,11,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_1,12,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_5,13,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_4,14,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_3,15,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_3,16,2
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_3,17,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_4,18,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_1,19,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_1,20,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_5,21,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_3,22,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_5,23,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,loyalty_3,24,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_5,25,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_5,26,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_2,27,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_2,28,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,equality_6,29,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_2,30,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,authority_6,31,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_1,32,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,care_2,33,5
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_2,34,4
EN_framed_Peru,mistral_large,3,mfq2,20260724,purity_6,35,3
EN_framed_Peru,mistral_large,3,mfq2,20260724,proportionality_1,36,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_5,1,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_5,2,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_5,3,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_2,4,2
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_1,5,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_6,6,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_1,7,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_1,8,2
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_2,9,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_6,10,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_6,11,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_5,12,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_3,13,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_4,14,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_3,15,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_4,16,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_3,17,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_4,18,2
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_6,19,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_2,20,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_6,21,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_2,22,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_1,23,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_2,24,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,proportionality_3,25,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,equality_3,26,2
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_4,27,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_1,28,4
EN_framed_Peru,mistral_large,4,mfq2,20260725,loyalty_5,29,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_6,30,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_2,31,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_3,32,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_4,33,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,purity_4,34,3
EN_framed_Peru,mistral_large,4,mfq2,20260725,authority_5,35,5
EN_framed_Peru,mistral_large,4,mfq2,20260725,care_1,36,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_4,1,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_3,2,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_6,3,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_5,4,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_5,5,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_2,6,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_1,7,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_6,8,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_6,9,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_1,10,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_1,11,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_4,12,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_4,13,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_4,14,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_3,15,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_2,16,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_2,17,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_4,18,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_5,19,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_2,20,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,care_3,21,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_3,22,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_3,23,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_1,24,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_2,25,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_5,26,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_6,27,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_3,28,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_5,29,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_6,30,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_1,31,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,authority_4,32,5
EN_framed_Peru,mistral_large,5,mfq2,20260726,proportionality_5,33,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,equality_2,34,3
EN_framed_Peru,mistral_large,5,mfq2,20260726,purity_1,35,4
EN_framed_Peru,mistral_large,5,mfq2,20260726,loyalty_6,36,5
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_4,1,4
EN_framed_Peru,o3,1,mfq2,20260722,care_3,2,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_4,3,3
EN_framed_Peru,o3,1,mfq2,20260722,purity_6,4,4
EN_framed_Peru,o3,1,mfq2,20260722,authority_5,5,4
EN_framed_Peru,o3,1,mfq2,20260722,purity_2,6,4
EN_framed_Peru,o3,1,mfq2,20260722,authority_3,7,4
EN_framed_Peru,o3,1,mfq2,20260722,purity_3,8,3
EN_framed_Peru,o3,1,mfq2,20260722,care_6,9,4
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_3,10,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_3,11,2
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_1,12,4
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_5,13,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_1,14,2
EN_framed_Peru,o3,1,mfq2,20260722,authority_4,15,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_6,16,3
EN_framed_Peru,o3,1,mfq2,20260722,purity_5,17,3
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_2,18,4
EN_framed_Peru,o3,1,mfq2,20260722,care_4,19,4
EN_framed_Peru,o3,1,mfq2,20260722,authority_2,20,4
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_1,21,4
EN_framed_Peru,o3,1,mfq2,20260722,care_5,22,4
EN_framed_Peru,o3,1,mfq2,20260722,care_1,23,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_2,24,3
EN_framed_Peru,o3,1,mfq2,20260722,care_2,25,5
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_4,26,4
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_3,27,4
EN_framed_Peru,o3,1,mfq2,20260722,purity_4,28,3
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_5,29,4
EN_framed_Peru,o3,1,mfq2,20260722,equality_5,30,2
EN_framed_Peru,o3,1,mfq2,20260722,authority_1,31,4
EN_framed_Peru,o3,1,mfq2,20260722,authority_6,32,4
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_6,33,4
EN_framed_Peru,o3,1,mfq2,20260722,loyalty_2,34,4
EN_framed_Peru,o3,1,mfq2,20260722,purity_1,35,4
EN_framed_Peru,o3,1,mfq2,20260722,proportionality_6,36,4
EN_framed_Peru,o3,2,mfq2,20260723,care_4,1,4
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_6,2,4
EN_framed_Peru,o3,2,mfq2,20260723,care_6,3,4
EN_framed_Peru,o3,2,mfq2,20260723,care_1,4,5
EN_framed_Peru,o3,2,mfq2,20260723,equality_2,5,3
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_4,6,4
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_5,7,5
EN_framed_Peru,o3,2,mfq2,20260723,purity_1,8,4
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_3,9,4
EN_framed_Peru,o3,2,mfq2,20260723,equality_4,10,2
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_5,11,4
EN_framed_Peru,o3,2,mfq2,20260723,equality_3,12,2
EN_framed_Peru,o3,2,mfq2,20260723,authority_6,13,3
EN_framed_Peru,o3,2,mfq2,20260723,care_3,14,4
EN_framed_Peru,o3,2,mfq2,20260723,care_2,15,5
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_2,16,4
EN_framed_Peru,o3,2,mfq2,20260723,authority_5,17,4
EN_framed_Peru,o3,2,mfq2,20260723,equality_6,18,3
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_4,19,4
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_1,20,4
EN_framed_Peru,o3,2,mfq2,20260723,equality_5,21,2
EN_framed_Peru,o3,2,mfq2,20260723,authority_2,22,4
EN_framed_Peru,o3,2,mfq2,20260723,purity_3,23,3
EN_framed_Peru,o3,2,mfq2,20260723,authority_3,24,4
EN_framed_Peru,o3,2,mfq2,20260723,care_5,25,4
EN_framed_Peru,o3,2,mfq2,20260723,authority_1,26,4
EN_framed_Peru,o3,2,mfq2,20260723,proportionality_3,27,4
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_6,28,4
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_1,29,4
EN_framed_Peru,o3,2,mfq2,20260723,purity_6,30,4
EN_framed_Peru,o3,2,mfq2,20260723,authority_4,31,5
EN_framed_Peru,o3,2,mfq2,20260723,equality_1,32,2
EN_framed_Peru,o3,2,mfq2,20260723,purity_5,33,3
EN_framed_Peru,o3,2,mfq2,20260723,purity_4,34,4
EN_framed_Peru,o3,2,mfq2,20260723,purity_2,35,4
EN_framed_Peru,o3,2,mfq2,20260723,loyalty_2,36,4
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_2,1,4
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_5,2,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_2,3,3
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_3,4,4
EN_framed_Peru,o3,3,mfq2,20260724,authority_4,5,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_3,6,3
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_5,7,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_6,8,3
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_4,9,4
EN_framed_Peru,o3,3,mfq2,20260724,authority_6,10,3
EN_framed_Peru,o3,3,mfq2,20260724,equality_4,11,3
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_6,12,4
EN_framed_Peru,o3,3,mfq2,20260724,equality_3,13,2
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_2,14,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_4,15,3
EN_framed_Peru,o3,3,mfq2,20260724,authority_5,16,4
EN_framed_Peru,o3,3,mfq2,20260724,equality_6,17,4
EN_framed_Peru,o3,3,mfq2,20260724,care_5,18,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_5,19,3
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_4,20,4
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_6,21,4
EN_framed_Peru,o3,3,mfq2,20260724,care_6,22,4
EN_framed_Peru,o3,3,mfq2,20260724,care_3,23,4
EN_framed_Peru,o3,3,mfq2,20260724,purity_1,24,3
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_1,25,4
EN_framed_Peru,o3,3,mfq2,20260724,care_4,26,4
EN_framed_Peru,o3,3,mfq2,20260724,loyalty_3,27,4
EN_framed_Peru,o3,3,mfq2,20260724,equality_2,28,3
EN_framed_Peru,o3,3,mfq2,20260724,authority_3,29,4
EN_framed_Peru,o3,3,mfq2,20260724,care_1,30,4
EN_framed_Peru,o3,3,mfq2,20260724,authority_2,31,4
EN_framed_Peru,o3,3,mfq2,20260724,proportionality_1,32,4
EN_framed_Peru,o3,3,mfq2,20260724,equality_5,33,2
EN_framed_Peru,o3,3,mfq2,20260724,equality_1,34,3
EN_framed_Peru,o3,3,mfq2,20260724,care_2,35,4
EN_framed_Peru,o3,3,mfq2,20260724,authority_1,36,4
EN_framed_Peru,o3,4,mfq2,20260725,authority_1,1,4
EN_framed_Peru,o3,4,mfq2,20260725,purity_3,2,3
EN_framed_Peru,o3,4,mfq2,20260725,loyalty_3,3,4
EN_framed_Peru,o3,4,mfq2,20260725,purity_6,4,4
EN_framed_Peru,o3,4,mfq2,20260725,authority_3,5,5
EN_framed_Peru,o3,4,mfq2,20260725,loyalty_5,6,4
EN_framed_Peru,o3,4,mfq2,20260725,care_3,7,4
EN_framed_Peru,o3,4,mfq2,20260725,care_2,8,4
EN_framed_Peru,o3,4,mfq2,20260725,equality_6,9,4
EN_framed_Peru,o3,4,mfq2,20260725,loyalty_6,10,4
EN_framed_Peru,o3,4,mfq2,20260725,authority_6,11,4
EN_framed_Peru,o3,4,mfq2,20260725,purity_1,12,4
